Id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,age_group,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
953,Irving,Babcock,Male,60,1/17/1986,37,Young,Dental Hygienist,Health,High Net Worth,N,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,967,0.435625
954,Evered,Gludor,Male,3,4/30/1951,72,Old,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,967,0.435625
955,Mavra,Finan,Female,30,8/23/1967,56,Middle Age,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,967,0.435625
956,Frieda,Tavinor,Female,43,3/4/1999,24,Young,,n/a,Affluent Customer,N,No,10,7 Mallory Lane,3064,VIC,Australia,6,972,0.43
957,Ellwood,Budden,Male,82,6/3/1998,25,Young,,Health,Mass Customer,N,Yes,11,79907 Randy Center,2192,NSW,Australia,10,972,0.43
958,Alex,Patshull,Female,37,1/2/1966,57,Middle Age,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,974,0.425
959,Aundrea,Outridge,Female,77,1/24/2001,22,Young,Structural Engineer,Financial Services,Affluent Customer,N,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,974,0.425
960,Amby,Bodega,Male,63,6/12/1968,55,Middle Age,Recruiter,n/a,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,Australia,6,974,0.425
961,Esme,Pilipets,Male,15,5/6/1967,56,Middle Age,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,977,0.42
962,Beverly,Domnick,Female,56,12/10/1938,84,Very Old,Structural Analysis Engineer,IT,Mass Customer,N,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,977,0.42
963,Artemis,Swanson,Male,77,2/12/1977,46,Middle Age,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,979,0.4165
964,Daryle,Marginson,Male,93,6/27/1986,37,Young,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,979,0.4165
965,Tyne,Anshell,Female,71,4/8/1992,31,Young,Mechanical Systems Engineer,n/a,Mass Customer,N,Yes,3,93 Sutherland Terrace,2560,NSW,Australia,8,979,0.4165
966,Leona,Shorrock,Female,83,8/23/1951,72,Old,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,979,0.4165
967,Bertrando,Carass,Male,45,6/25/1956,67,Old,Sales Associate,Property,Mass Customer,N,No,8,1 Quincy Road,2565,NSW,Australia,5,983,0.41
968,Augusta,Munns,Female,5,9/17/1951,71,Old,Quality Control Specialist,n/a,Mass Customer,N,No,21,607 Memorial Avenue,2074,NSW,Australia,11,983,0.41
969,Lauralee,Fudge,Female,83,9/21/1987,35,Young,Research Nurse,Health,Mass Customer,N,No,15,9460 Monument Park,3277,VIC,Australia,4,985,0.408
970,Consalve,Ballay,Male,41,9/18/1959,63,Old,Web Developer I,IT,Mass Customer,N,Yes,7,72 Village Terrace,2250,NSW,Australia,8,987,0.4
971,Lolly,Prewer,Female,44,10/23/1997,25,Young,Geologist I,Health,Mass Customer,N,No,15,694 Coolidge Center,2620,NSW,Australia,7,988,0.3995
972,Vyky,Pegg,Female,64,3/15/1943,80,Very Old,Quality Control Specialist,Manufacturing,Mass Customer,N,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,988,0.3995
973,Kellen,Pawelski,Female,83,7/26/1945,78,Old,,Manufacturing,High Net Worth,N,Yes,11,125 Manufacturers Parkway,2193,NSW,Australia,8,988,0.3995
974,Jermaine,Bagshawe,Female,60,5/14/1954,69,Old,Help Desk Operator,Property,Mass Customer,N,Yes,9,260 Briar Crest Drive,4209,QLD,Australia,6,988,0.3995
975,Bryan,Jachtym,Male,59,5/15/1974,49,Middle Age,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,988,0.3995
976,Renie,Laundon,Female,32,12/18/1973,49,Middle Age,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,993,0.391
977,Weidar,Etheridge,Male,38,7/13/1959,64,Old,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6,0535 Jay Point,2422,NSW,Australia,4,994,0.3825
978,Datha,Fishburn,Female,15,7/2/1990,33,Young,Office Assistant IV,Retail,Mass Customer,N,No,3,6 Caliangt Way,3079,VIC,Australia,12,994,0.3825
979,Ferdinand,Romanetti,Male,60,10/7/1959,63,Old,Paralegal,Financial Services,Affluent Customer,N,No,9,2 Sloan Way,2200,NSW,Australia,7,996,0.374
980,Burk,Wortley,Male,22,10/17/2001,21,Young,Senior Sales Associate,Health,Mass Customer,N,No,6,04 Union Crossing,2196,NSW,Australia,10,997,0.357
981,Melloney,Temby,Female,17,10/5/1954,68,Old,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,N,Yes,15,33475 Fair Oaks Junction,4702,QLD,Australia,2,997,0.357
982,Dickie,Cubbini,Male,30,12/17/1952,70,Old,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,57666 Victoria Way,4215,QLD,Australia,2,997,0.357
983,Sylas,Duffill,Male,56,10/2/1955,67,Old,Staff Accountant IV,Property,Mass Customer,N,Yes,14,21875 Grover Drive,2010,NSW,Australia,9,1000,0.34
